ID,assignment,comments,length
346,2,This is just extra reading if you're up for it but here's Don Norman's views on using powerpoint slides for public speaking: http://www.jnd.org/dn.mss/in_defense_of_powerp.html,23
347,2,"The observations need to reflect on how the use of photos made the photo taker, and/or the photo viewer feel. The first observation had this, but the others didn't.",29
348,2,Observations: mostly refer to the paragraph above,7
349,2,Photo #3: I'm not sure Victor having a good time with an existing system is so much of a design opportunity,21
350,2,Needs: a number of redundancies in needs. What are the true motivations/needs that cause these users to do what they do?,23
351,2,"Very interesting problem space of personal instructors to consider. Some things to think about would be how other professional teaching exchange systems work (instructors for hire from official intuitions). Perhaps one way to increase the reliability on both sides of the tutor and student would be to even just give it a facade of being a professional system, rather than an under the table transaction. Could it be that both parties don't really work as professionally because having the same peer status undermines professional respect? Would be interesting to find out the answer to that. ",96
352,2,"Also, be careful to detail how your observation process goes earlier on in the document. In seems like most were observed but one had used a diary?",27
353,2,"Photos: photos/sketch and caption should demonstrate a breakdown or design opportunity, not just any scene in the story",18
354,2,Needs: a few redundancies,5
355,2,"Syncing with people is definitely a problem space that has many opportunities for design improvements and is applicable to many environments. You did well in paying attention to the details of people's interactions with the interfaces they use to perform this exchange. The focus you placed on interface specific issues, though, draws you away from the larger activity, that is, schedule exchange/sync. I would have liked to see more commentary and insight from what you observed that dug deeper into the motivations and context behind those looking to schedule things. There could be a lot more to discover as you shift the lense. How does the type of meetup sought to be schedule affect how people interact in finding a time? How are timing, early preparation, spontaneity, etc. involved in this activity? These are all types of interesting questions that you could pursue to really find some stronger needs.",149
356,2,"Needs: A lot of redundancies and a lot of needs that are very surface level. Based on the discussion I have written above, try to think about what people really need from the activity of schedule exchange, not so much what they really need from current implemented interfaces. ",49
